district,climate_zone,experience_level,budget_level,farming_setup,soil_type,season,crop_type_preference,water_access,recommendation_1,recommendation_1_score,recommendation_2,recommendation_2_score,recommendation_3,recommendation_3_score,success_probability,estimated_roi,profitability_score,space_required_sqm,growth_duration_days,difficulty_level,market_demand,market_price_per_kg,water_requirement,market_conditions,alternative_crops
Kurunegala,dry_zone,Intermediate,Medium,Backyard,Clay,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Ashwagandha,88.2,0.706,111.8,72,1.4,73,2,9,587,Medium,1.13,"Pomegranate, Moringa, Eggplant"
Negombo,coastal,Intermediate,Medium,Backyard,Laterite,Yala,Leafy_Greens,No,Aloe Vera,100,Moringa,94.2,Chili,89.8,0.905,143.8,70,1.8,98,1,10,267,Low,0.81,"Passion Fruit, Curry Leaves, Okra"
Trincomalee,coastal,Beginner,Low,Container,Alluvial,Yala,Cash_Crops,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.826,106.2,70,2.7,120,1,10,509,Low,1.07,"Okra, Bell Pepper, Cherry Tomato"
Kalmunai,wet_zone,Beginner,Low,Backyard,Alluvial,Yala,Fruits,Yes,Turmeric,100,Ginger,93.2,Lime,83.2,0.95,111.1,76,2.5,231,2,10,383,Medium,0.91,"Tomato, Baby Corn, Cucumber"
Ratnapura,wet_zone,Intermediate,Low,Container,Red_Earth,Yala,Herbs,No,Aloe Vera,80,Chili,67.4,Green Beans,63.5,0.729,168,70,2,120,1,10,576,Low,1.07,"Curry Leaves, Okra, Bell Pepper"
Bandarawela,hill_country,Intermediate,High,Small_Plot,Loamy,Yala,Herbs,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.749,188.5,76,2.4,254,2,10,293,Medium,0.97,"Passion Fruit, Baby Corn, Broccoli"
Mullaitivu,northern,Intermediate,High,Greenhouse,Red_Earth,Yala,Ayurvedic_Plants,No,Bell Pepper,59.9,Cherry Tomato,57,Capsicum,52.7,0.631,132.1,64,2.2,82,2,6,303,Medium,0.85,"Basil, Brahmi, Tomato"
Anuradhapura,dry_zone,Intermediate,Low,Backyard,Red_Earth,Maha,Fruits,Yes,Chili,90.7,Aloe Vera,88.2,Ashwagandha,88.2,0.95,176.9,72,2.4,81,2,10,558,Medium,0.98,"Pomegranate, Moringa, Eggplant"
Hatton,hill_country,Advanced,Low,Container,Laterite,Maha,Leafy_Greens,Yes,Strawberry,100,Ginger,93.2,Tomato,88.7,0.811,83.2,80,2.7,86,4,10,1460,High,1.14,"Cherry Tomato, Brahmi, Bell Pepper"
Nuwara Eliya,hill_country,Intermediate,Low,Backyard,Red_Earth,Maha,Herbs,Yes,Avocado,100,Turmeric,95.8,Ginger,93.2,0.946,53.5,82,11.5,298,3,10,425,Medium,0.88,"Tomato, Broccoli, Lemon"
Mullaitivu,northern,Beginner,Medium,Rooftop,Alluvial,Yala,Fruits,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.878,195.7,72,2.2,61,2,9,654,Medium,1.12,"Capsicum, Basil, Coriander"
Vavuniya,northern,Beginner,Medium,Small_Plot,Alluvial,Maha,Herbs,Yes,Turmeric,71.8,Moringa,64.3,Lime,62.4,0.787,209.5,76,2.2,227,2,9,369,Medium,1.08,"Lemon, Baby Corn, Onion"
Kegalle,hill_country,Intermediate,Medium,Container,Laterite,Maha,Leafy_Greens,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.95,106.4,74,2.6,192,2,10,324,High,1.12,"Brahmi, Bell Pepper, Capsicum"
Colombo,coastal,Intermediate,Low,Backyard,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,144.8,72,1.1,89,2,10,199,Medium,0.94,"Moringa, Lime, Lemon"
Badulla,hill_country,Advanced,Medium,Backyard,Laterite,Maha,Vegetables,Yes,Black Pepper,100,Avocado,100,Turmeric,95.8,0.754,174.3,88,3.4,362,4,10,1847,High,0.91,"Ginger, Tomato, Broccoli"
Badulla,hill_country,Advanced,Medium,Rooftop,Laterite,Yala,Fruits,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.653,63.9,62,2.2,85,2,10,232,Medium,0.94,"Aloe Vera, Basil, Mint"
Mullaitivu,northern,Intermediate,Low,Rooftop,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,72.8,Capsicum,58.6,0.757,75.4,72,2.2,71,2,10,359,Medium,0.95,"Curry Leaves, Basil, Mint"
Gampaha,coastal,Intermediate,Medium,Rooftop,Sandy,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.831,136.8,72,2.7,84,2,9,467,Medium,0.85,"Curry Leaves, Basil, Mint"
Bandarawela,hill_country,Beginner,Medium,Backyard,Loamy,Yala,Cash_Crops,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.725,224.3,76,3.2,241,2,10,327,Medium,1.04,"Tomato, Baby Corn, Curry Leaves"
Horana,wet_zone,Intermediate,Low,Backyard,Clay,Maha,Cash_Crops,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.84,135.4,82,11.1,267,3,10,518,Medium,1.16,"Ginger, Tomato, Lime"
Colombo,coastal,Beginner,High,Backyard,Sandy,Maha,Vegetables,No,Aloe Vera,100,Moringa,94.2,Chili,89.8,0.95,71.9,70,2.6,60,1,10,316,Low,1.03,"Curry Leaves, Eggplant, Lime"
Kandy,hill_country,Intermediate,Low,Rooftop,Red_Earth,Maha,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.674,140,62,2.6,81,2,9,322,Medium,1.16,"Mint, Chili, Aloe Vera"
Badulla,hill_country,Intermediate,Low,Rooftop,Loamy,Yala,Vegetables,No,Curry Leaves,83.2,Aloe Vera,80,Capsicum,70.3,0.913,63.2,60,1.9,30,1,7,141,Low,1.13,"Chili, Basil, Coriander"
Kilinochchi,northern,Beginner,High,Small_Plot,Clay,Maha,Cash_Crops,No,Turmeric,71.1,Moringa,70.7,Lime,56.1,0.578,89.4,76,3.5,227,2,8,216,Medium,0.87,"Lemon, Baby Corn, Wood Apple"
Kilinochchi,northern,Beginner,Low,Rooftop,Red_Earth,Yala,Herbs,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.826,77.4,72,1.2,63,2,7,408,Medium,0.96,"Capsicum, Basil, Coriander"
Kurunegala,dry_zone,Beginner,Low,Rooftop,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Curry Leaves,75.6,0.748,80.3,72,2.4,88,2,10,407,Medium,0.83,"Capsicum, Basil, Mint"
Horana,wet_zone,Intermediate,Low,Container,Clay,Maha,Ayurvedic_Plants,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.672,216.2,74,3.3,257,2,9,217,High,0.81,"Cucumber, Green Beans, Mint"
Anuradhapura,dry_zone,Advanced,Low,Container,Alluvial,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.95,72.7,72,2.2,74,2,8,441,Medium,1.19,"Curry Leaves, Okra, Tomato"
Jaffna,northern,Beginner,Low,Rooftop,Alluvial,Maha,Fruits,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.95,58.7,72,2.8,65,2,10,243,Medium,0.85,"Curry Leaves, Basil, Mint"
Badulla,hill_country,Intermediate,High,Greenhouse,Red_Earth,Yala,Ayurvedic_Plants,Yes,Bell Pepper,88.7,Cherry Tomato,84.4,Brahmi,81.9,0.858,214.3,64,1.2,96,2,10,282,Medium,1.1,"Tomato, Capsicum, Basil"
Kilinochchi,northern,Beginner,Medium,Backyard,Red_Earth,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.95,66,72,2.7,72,2,10,657,Medium,1.12,"Okra, Aloe Vera, Ginger"
Kalutara,coastal,Intermediate,Medium,Small_Plot,Alluvial,Maha,Fruits,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.939,54.7,78,6.8,79,3,10,684,Medium,1,"Lemon, Avocado, Mango"
Mullaitivu,northern,Intermediate,Low,Backyard,Clay,Maha,Fruits,No,Chili,81.6,Pomegranate,77.1,Eggplant,74.8,0.721,174,72,1.2,61,2,9,471,Medium,1.13,"Okra, Aloe Vera, Ashwagandha"
Anuradhapura,dry_zone,Beginner,Medium,Small_Plot,Red_Earth,Maha,Cash_Crops,Yes,Moringa,85.7,Turmeric,71.8,Lime,62.4,0.719,68.7,68,4.1,74,2,7,436,Low,0.89,"Lemon, Wood Apple, Baby Corn"
Negombo,coastal,Beginner,Medium,Backyard,Sandy,Maha,Fruits,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.918,115.4,70,1.9,81,1,10,499,Low,0.94,"Chili, Eggplant, Lime"
Nuwara Eliya,hill_country,Advanced,Low,Backyard,Laterite,Maha,Ayurvedic_Plants,Yes,Black Pepper,100,Avocado,100,Turmeric,95.8,0.736,76.2,88,3.2,358,4,10,2233,High,1.03,"Ginger, Tomato, Broccoli"
Matara,coastal,Intermediate,Medium,Rooftop,Sandy,Maha,Vegetables,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.726,80.7,70,2.7,108,1,10,436,Low,0.97,"Capsicum, Basil, Coriander"
Horana,wet_zone,Beginner,Low,Container,Red_Earth,Yala,Ayurvedic_Plants,No,Aloe Vera,80,Chili,67.4,Ginger,65.3,0.571,146.1,70,2.4,97,1,10,445,Low,0.83,"Green Beans, Curry Leaves, Okra"
Horana,wet_zone,Intermediate,Medium,Small_Plot,Clay,Maha,Fruits,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.857,172.5,82,13.3,176,3,9,464,Medium,0.95,"Lime, Baby Corn, Jackfruit"
Kilinochchi,northern,Beginner,Medium,Small_Plot,Clay,Maha,Leafy_Greens,Yes,Turmeric,71.8,Moringa,64.3,Lime,62.4,0.547,70,76,4.2,213,2,6,204,Medium,0.82,"Lemon, Baby Corn, Onion"
Horana,wet_zone,Beginner,Low,Backyard,Alluvial,Maha,Fruits,No,Turmeric,86.2,Lime,74.8,Aloe Vera,72.8,0.83,199.8,76,2.9,235,2,8,254,Medium,1,"Moringa, Green Beans, Baby Corn"
Horana,wet_zone,Intermediate,Low,Container,Red_Earth,Yala,Herbs,No,Aloe Vera,80,Chili,67.4,Green Beans,63.5,0.767,190.1,70,1.6,74,1,8,576,Low,0.98,"Curry Leaves, Okra, Bell Pepper"
Matara,coastal,Beginner,Medium,Small_Plot,Alluvial,Maha,Fruits,No,Moringa,94.2,Lime,74.8,Lemon,73.7,0.95,195.8,68,4.8,82,2,10,643,Low,1.12,"Turmeric, Papaya, Neem"
Monaragala,dry_zone,Beginner,Medium,Backyard,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.743,66.5,72,1.9,80,2,9,270,Medium,0.94,"Eggplant, Curry Leaves, Turmeric"
Nuwara Eliya,hill_country,Beginner,Medium,Container,Red_Earth,Yala,Fruits,No,Curry Leaves,83.2,Aloe Vera,80,Bell Pepper,79.8,0.757,145.1,60,1.3,41,1,8,131,Low,1.15,"Cherry Tomato, Capsicum, Chili"
Polonnaruwa,dry_zone,Beginner,Low,Container,Clay,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.915,209.3,72,1.8,88,2,10,624,Medium,1.05,"Curry Leaves, Okra, Tomato"
Ella,hill_country,Intermediate,Low,Backyard,Red_Earth,Yala,Leafy_Greens,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.754,135.9,76,2.3,182,2,10,324,Medium,0.83,"Lemon, Tomato, Baby Corn"
Kalutara,coastal,Beginner,Medium,Backyard,Laterite,Maha,Leafy_Greens,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.67,166.5,72,1.7,63,2,8,344,Medium,1.13,"Moringa, Eggplant, Lime"
Ampara,wet_zone,Intermediate,Medium,Backyard,Clay,Maha,Herbs,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.832,167.4,82,14.6,231,3,10,578,Medium,0.99,"Ginger, Tomato, Lime"
Ampara,wet_zone,Intermediate,Low,Container,Red_Earth,Yala,Vegetables,Yes,Ginger,93.2,Brahmi,81.9,Tomato,80.6,0.95,205.7,74,2.7,268,2,9,317,High,0.85,"Chili, Cucumber, Aloe Vera"
Jaffna,northern,Intermediate,Medium,Backyard,Clay,Yala,Fruits,Yes,Chili,99.8,Pomegranate,85.7,Turmeric,79,0.886,102.5,72,1.9,79,2,10,278,Medium,0.8,"Avocado, Eggplant, Okra"
Puttalam,dry_zone,Intermediate,Medium,Container,Red_Earth,Yala,Herbs,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.767,124.8,70,2.8,96,1,10,444,Low,1.08,"Okra, Eggplant, Lemongrass"
Kalmunai,wet_zone,Beginner,Low,Backyard,Clay,Maha,Cash_Crops,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.75,96.4,76,3.7,221,2,9,311,Medium,0.94,"Lime, Cucumber, Green Beans"
Kurunegala,dry_zone,Intermediate,Low,Backyard,Alluvial,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Ashwagandha,88.2,0.95,71.7,72,2.4,61,2,10,363,Medium,0.93,"Pomegranate, Moringa, Turmeric"
Kalmunai,wet_zone,Advanced,Low,Container,Alluvial,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.95,66.5,74,2.7,247,2,10,379,High,1.17,"Cucumber, Green Beans, Mint"
Jaffna,northern,Beginner,Low,Rooftop,Clay,Yala,Fruits,No,Chili,89.8,Aloe Vera,80,Curry Leaves,62.4,0.95,131.1,72,1.7,74,2,10,326,Medium,1.07,"Capsicum, Basil, Coriander"
Kilinochchi,northern,Intermediate,Low,Container,Clay,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Eggplant,83.2,Okra,68,0.921,213.6,72,1.5,63,2,10,378,Medium,1.07,"Tomato, Aloe Vera, Cherry Tomato"
Polonnaruwa,dry_zone,Intermediate,Medium,Backyard,Clay,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,88.2,Ashwagandha,88.2,0.95,194.8,72,2.4,89,2,9,283,Medium,0.83,"Pomegranate, Moringa, Eggplant"
Mannar,northern,Intermediate,Low,Backyard,Red_Earth,Yala,Fruits,Yes,Chili,99.8,Pomegranate,85.7,Turmeric,79,0.704,56.2,72,2,63,2,9,537,Medium,1,"Eggplant, Okra, Aloe Vera"
Polonnaruwa,dry_zone,Beginner,High,Small_Plot,Clay,Yala,Fruits,Yes,Turmeric,86.9,Moringa,85.7,Lime,62.4,0.647,45.9,76,4.3,291,2,9,280,Medium,0.88,"Lemon, Baby Corn, Wood Apple"
Kurunegala,dry_zone,Intermediate,Medium,Container,Red_Earth,Maha,Fruits,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.826,87.9,70,1.8,103,1,10,330,Low,0.94,"Eggplant, Okra, Lemongrass"
Kegalle,hill_country,Advanced,Low,Rooftop,Loamy,Maha,Ayurvedic_Plants,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.736,111.2,60,1.2,52,1,8,101,Low,1.04,"Basil, Chili, Coriander"
Galle,coastal,Intermediate,Low,Backyard,Laterite,Yala,Vegetables,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,61.5,72,1.6,80,2,10,511,Medium,1.19,"Moringa, Lime, Lemon"
Colombo,coastal,Intermediate,Low,Container,Sandy,Maha,Fruits,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.895,75,72,2,79,2,10,559,Medium,1.07,"Cherry Tomato, Eggplant, Bell Pepper"
Horana,wet_zone,Intermediate,Medium,Container,Red_Earth,Maha,Leafy_Greens,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.87,152.1,74,3.7,264,2,8,414,High,1.09,"Cucumber, Green Beans, Chili"
Ratnapura,wet_zone,Beginner,Medium,Backyard,Red_Earth,Yala,Vegetables,No,Turmeric,94.8,Aloe Vera,80,Lime,74.8,0.778,163.7,76,3.1,244,2,10,314,Medium,0.91,"Baby Corn, Moringa, Chili"
Kalmunai,wet_zone,Intermediate,High,Greenhouse,Clay,Maha,Herbs,Yes,Tomato,88.7,Brahmi,81.9,Cucumber,80.4,0.636,155.1,64,1.5,77,2,10,74,High,0.9,"Cherry Tomato, Bell Pepper, Capsicum"
Mullaitivu,northern,Beginner,High,Greenhouse,Alluvial,Yala,Leafy_Greens,Yes,Bell Pepper,66.5,Cherry Tomato,63.3,Tomato,60.5,0.554,190.9,64,2.5,92,2,6,288,Medium,0.92,"Capsicum, Cucumber, Basil"
Badulla,hill_country,Intermediate,Low,Container,Loamy,Maha,Fruits,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.867,143,74,2.6,226,2,10,299,High,1.08,"Brahmi, Bell Pepper, Capsicum"
Ratnapura,wet_zone,Advanced,Medium,Container,Red_Earth,Yala,Herbs,Yes,Ginger,93.2,Strawberry,90.7,Brahmi,81.9,0.731,71.8,74,2.3,237,2,10,208,High,0.87,"Tomato, Chili, Cucumber"
Colombo,coastal,Intermediate,High,Small_Plot,Laterite,Yala,Fruits,Yes,Passion Fruit,100,Turmeric,86.9,Moringa,85.7,0.765,43.6,78,4.4,68,3,10,787,Medium,1.08,"Avocado, Lime, Lemon"
Puttalam,dry_zone,Beginner,Low,Backyard,Clay,Maha,Leafy_Greens,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.799,83.3,70,2.5,74,1,8,311,Low,0.86,"Chili, Eggplant, Okra"
Horana,wet_zone,Advanced,Low,Container,Red_Earth,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.67,60.6,74,3.1,262,2,10,298,High,0.88,"Cucumber, Green Beans, Mint"
Monaragala,dry_zone,Intermediate,Low,Rooftop,Red_Earth,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,88.2,Curry Leaves,75.6,0.71,221.2,72,1.8,90,2,10,184,Medium,0.82,"Capsicum, Basil, Mint"
Hatton,hill_country,Intermediate,Low,Container,Laterite,Maha,Herbs,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.868,226.1,60,1.7,40,1,8,123,Low,0.96,"Bell Pepper, Capsicum, Green Beans"
Gampaha,coastal,Beginner,Medium,Container,Sandy,Maha,Leafy_Greens,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.797,58.6,72,2.6,75,2,10,232,Medium,0.86,"Cherry Tomato, Eggplant, Bell Pepper"
Kalmunai,wet_zone,Advanced,Medium,Small_Plot,Alluvial,Yala,Herbs,Yes,Black Pepper,100,Turmeric,100,Avocado,100,0.796,45,88,6,281,4,10,2570,High,1.17,"Mangosteen, Saffron, Passion Fruit"
Badulla,hill_country,Intermediate,Medium,Small_Plot,Red_Earth,Yala,Cash_Crops,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.876,89,76,2.3,208,2,10,387,Medium,0.98,"Baby Corn, Broccoli, Passion Fruit"
Kalutara,coastal,Beginner,High,Small_Plot,Alluvial,Maha,Ayurvedic_Plants,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.615,225.9,68,5.2,66,2,10,522,Low,1.18,"Turmeric, Papaya, Banana"
Kandy,hill_country,Beginner,High,Small_Plot,Laterite,Yala,Vegetables,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.836,89.6,76,3,287,2,10,283,Medium,0.99,"Moringa, Lime, Cabbage"
Batticaloa,coastal,Intermediate,Low,Container,Alluvial,Yala,Cash_Crops,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.822,91.9,72,2.9,64,2,9,251,Medium,1,"Cherry Tomato, Tomato, Capsicum"
Bandarawela,hill_country,Beginner,Medium,Container,Loamy,Maha,Ayurvedic_Plants,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.929,68.9,74,3.5,237,2,10,284,High,1.1,"Bell Pepper, Capsicum, Green Beans"
Kalutara,coastal,Beginner,Low,Backyard,Alluvial,Yala,Cash_Crops,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.724,158.7,72,2.2,80,2,9,516,Medium,0.98,"Lime, Lemon, Tomato"
Jaffna,northern,Beginner,Medium,Backyard,Alluvial,Yala,Fruits,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.949,120,72,1.9,71,2,9,346,Medium,0.83,"Turmeric, Moringa, Eggplant"
Monaragala,dry_zone,Advanced,Medium,Small_Plot,Red_Earth,Yala,Vegetables,No,Dragon Fruit,100,Ashwagandha,97,Saffron,97,0.95,106.9,84,7.2,170,4,10,1248,Medium,1.03,"Moringa, Pomegranate, Turmeric"
Hambantota,dry_zone,Beginner,Low,Container,Alluvial,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.823,156.1,72,2.3,67,2,9,399,Medium,1.15,"Curry Leaves, Okra, Tomato"
Bandarawela,hill_country,Intermediate,Low,Container,Laterite,Maha,Vegetables,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.857,44.2,60,1.3,38,1,7,159,Low,1.11,"Bell Pepper, Capsicum, Green Beans"
Gampaha,coastal,Intermediate,Low,Backyard,Laterite,Maha,Leafy_Greens,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.95,93.9,78,3.7,68,3,10,543,Medium,0.86,"Aloe Vera, Moringa, Eggplant"
Galle,coastal,Beginner,High,Backyard,Laterite,Maha,Fruits,No,Aloe Vera,100,Moringa,94.2,Chili,89.8,0.74,105.8,70,1.2,77,1,10,549,Low,1.17,"Curry Leaves, Eggplant, Lime"
Hatton,hill_country,Intermediate,Medium,Backyard,Red_Earth,Maha,Ayurvedic_Plants,Yes,Avocado,100,Turmeric,95.8,Ginger,93.2,0.95,43.6,82,12.6,189,3,9,710,Medium,0.86,"Tomato, Broccoli, Lemon"
Bandarawela,hill_country,Intermediate,Medium,Container,Red_Earth,Yala,Vegetables,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.763,105.1,74,3,232,2,10,305,High,1.18,"Brahmi, Tomato, Capsicum"
Ella,hill_country,Beginner,Low,Backyard,Laterite,Yala,Leafy_Greens,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.831,120.5,76,3.5,229,2,10,404,Medium,0.9,"Lemon, Baby Corn, Moringa"
Mannar,northern,Beginner,Low,Container,Alluvial,Maha,Fruits,No,Chili,81.6,Eggplant,74.8,Okra,74.8,0.639,172.8,72,3,87,2,9,284,Medium,1.16,"Aloe Vera, Curry Leaves, Cherry Tomato"
Matale,hill_country,Intermediate,Medium,Backyard,Loamy,Maha,Vegetables,Yes,Avocado,100,Turmeric,95.8,Ginger,93.2,0.805,86.4,82,14,296,3,10,501,Medium,1,"Tomato, Broccoli, Lemon"
Negombo,coastal,Advanced,Medium,Small_Plot,Alluvial,Maha,Cash_Crops,No,Dragon Fruit,100,Saffron,97,Moringa,94.2,0.95,74.7,84,7.7,155,4,10,1119,Medium,1.09,"Passion Fruit, Lime, Lemon"
Mullaitivu,northern,Beginner,Low,Backyard,Clay,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.814,54.5,72,2.1,79,2,8,363,Medium,1.16,"Okra, Aloe Vera, Moringa"
Hambantota,dry_zone,Beginner,Low,Backyard,Red_Earth,Yala,Leafy_Greens,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.868,105,72,1.4,78,2,10,596,Medium,1.18,"Turmeric, Eggplant, Curry Leaves"
Monaragala,dry_zone,Advanced,Low,Container,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.83,56,72,2.9,79,2,10,586,Medium,0.99,"Curry Leaves, Okra, Tomato"
Monaragala,dry_zone,Beginner,High,Small_Plot,Clay,Maha,Fruits,Yes,Moringa,85.7,Turmeric,79,Lime,62.4,0.939,54.2,68,4.7,116,2,10,340,Low,1.04,"Lemon, Wood Apple, Baby Corn"
Kalmunai,wet_zone,Intermediate,High,Backyard,Alluvial,Yala,Fruits,No,Turmeric,100,Avocado,100,Passion Fruit,97.3,0.83,152.9,76,4.9,181,2,10,270,Medium,1.07,"Aloe Vera, Ashwagandha, Lime"
Gampaha,coastal,Intermediate,Medium,Backyard,Sandy,Maha,Ayurvedic_Plants,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.833,44.5,78,4.2,77,3,10,488,Medium,1,"Aloe Vera, Moringa, Eggplant"
Vavuniya,northern,Beginner,Low,Backyard,Clay,Maha,Fruits,Yes,Chili,90.7,Eggplant,83.2,Okra,68,0.849,47.8,72,2.7,70,2,9,500,Medium,1.11,"Tomato, Aloe Vera, Moringa"
Vavuniya,northern,Beginner,High,Small_Plot,Clay,Yala,Leafy_Greens,Yes,Turmeric,86.9,Moringa,64.3,Lime,62.4,0.785,76.8,76,4,300,2,10,288,Medium,1.03,"Lemon, Baby Corn, Onion"
Kandy,hill_country,Advanced,High,Small_Plot,Red_Earth,Yala,Ayurvedic_Plants,No,Saffron,100,Turmeric,100,Avocado,100,0.816,86.6,95,2,172,5,10,72725,Medium,0.97,"Black Pepper, Cardamom, Dragon Fruit"
Polonnaruwa,dry_zone,Beginner,Medium,Small_Plot,Clay,Yala,Vegetables,Yes,Moringa,85.7,Turmeric,79,Lime,62.4,0.724,112.8,68,4,65,2,10,369,Low,0.84,"Lemon, Baby Corn, Wood Apple"
Colombo,coastal,Beginner,Medium,Rooftop,Sandy,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.673,42.9,72,2,75,2,10,287,Medium,0.81,"Curry Leaves, Basil, Mint"
Batticaloa,coastal,Beginner,Medium,Backyard,Laterite,Maha,Herbs,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.833,63.6,70,2.7,73,1,8,496,Low,0.99,"Chili, Eggplant, Lime"
Kandy,hill_country,Intermediate,High,Small_Plot,Loamy,Yala,Fruits,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.95,179.5,76,3.9,222,2,10,455,Medium,1.17,"Passion Fruit, Baby Corn, Broccoli"
Bandarawela,hill_country,Advanced,Medium,Backyard,Laterite,Maha,Ayurvedic_Plants,Yes,Black Pepper,100,Avocado,100,Turmeric,95.8,0.744,204.4,88,5.7,201,4,10,1931,High,0.99,"Ginger, Tomato, Broccoli"
Colombo,coastal,Intermediate,Medium,Container,Sandy,Maha,Leafy_Greens,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.95,65.9,72,2.1,72,2,10,564,Medium,1.16,"Cherry Tomato, Eggplant, Bell Pepper"
Monaragala,dry_zone,Beginner,High,Greenhouse,Alluvial,Maha,Fruits,No,Cherry Tomato,57,Bell Pepper,54.4,Capsicum,52.7,0.533,170.7,67,1.9,74,2,7,265,Medium,0.84,"Basil, Tomato, Cucumber"
Galle,coastal,Intermediate,Medium,Small_Plot,Sandy,Yala,Vegetables,No,Moringa,94.2,Passion Fruit,88.5,Lime,74.8,0.724,106.9,68,6.2,115,2,10,295,Low,0.88,"Lemon, Ashwagandha, Turmeric"
Bandarawela,hill_country,Beginner,Low,Container,Red_Earth,Yala,Herbs,No,Curry Leaves,83.2,Aloe Vera,80,Bell Pepper,79.8,0.756,129.7,60,1.2,56,1,8,99,Low,1.06,"Cherry Tomato, Capsicum, Green Beans"
